date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:56:05	173166/173166	---M-Z	200	added ('OK')	application/javascript	etag:W/%226c5b2825d08ed5283ed7d0e65f9af290%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.835b79f0.bundle.min.js	C:/My%20Web%20Sites/blog/static.parastorage.com/services/wix-thunderbolt/dist/main.835b79f0.bundle.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:05	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/blog/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:05	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%22edf56a42bca6b565bf7dfcbd8ffc221a%22	https://static.parastorage.com/unpkg/react@16.13.1/umd/react.production.min.js	C:/My%20Web%20Sites/blog/static.parastorage.com/unpkg/react@16.13.1/umd/react.production.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:05	11216/11216	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274b64900831a2e814a8ff0cdedcf80cb%22	https://static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/blog/static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:06	38682/38682	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eece1e4f840155db2b8b918e1d7ac184%22	https://static.parastorage.com/services/wix-perf-measure/1.728.0/wix-perf-measure.bundle.min.js	C:/My%20Web%20Sites/blog/static.parastorage.com/services/wix-perf-measure/1.728.0/wix-perf-measure.bundle.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:06	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22dcf51763fb4a654e15a4e6e7754ca5d2%22	https://static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/blog/static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:05%20GMT	https://leoyinheichow.wixsite.com/	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/index.html	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:05%20GMT	https://leoyinheichow.wixsite.com/02b07b80.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/02b07b80.min.f.delayed	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:06%20GMT	https://leoyinheichow.wixsite.com/5b26625f.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/5b26625f.min.css	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:06%20GMT	https://leoyinheichow.wixsite.com/eb6d72f5.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/eb6d72f5.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:06%20GMT	https://leoyinheichow.wixsite.com/57dff8a2.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/57dff8a2.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:06%20GMT	https://leoyinheichow.wixsite.com/version/	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/version/index.html	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:06%20GMT	https://leoyinheichow.wixsite.com/rb_wixui.thunderbolt~bootstrap.1e1f34f1.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/rb_wixui.thunderbolt_bootstrap.1e1f34f1.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:07%20GMT	https://leoyinheichow.wixsite.com/rb_wixui.thunderbolt~bootstrap-classic.89bdd4d4.chunk.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/rb_wixui.thunderbolt_bootstrap-classic.89bdd4d4.chunk.min.css	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:07%20GMT	https://leoyinheichow.wixsite.com/rb_wixui.thunderbolt~bootstrap-classic.eb6d72f5.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/rb_wixui.thunderbolt_bootstrap-classic.eb6d72f5.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:07%20GMT	https://leoyinheichow.wixsite.com/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:07%20GMT	https://leoyinheichow.wixsite.com/rb_wixui.thunderbolt~bootstrap-responsive.57dff8a2.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/rb_wixui.thunderbolt_bootstrap-responsive.57dff8a2.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:08	323148/323148	---MCZ	200	added ('OK')	text/html	etag:W/%22541961471d649ff98c3a372ea4a713ca%22	https://leoyinheichow.wixsite.com/blog-and-notes/about	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/about.html	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:08	20321/20321	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Mar%202022%2013:41:35%20GMT	https://static.wixstatic.com/media/318565_fbf58fd2dc5e4156a1712bcfe371b8e1~mv2.png/v1/fill/w_168,h_206,al_c,usm_0.66_1.00_0.01,blur_2,enc_auto/Screenshot%202022-03-31%20003243.png	C:/My%20Web%20Sites/blog/static.wixstatic.com/media/318565_fbf58fd2dc5e4156a1712bcfe371b8e1_mv2.png/v1/fill/w_168,h_206,al_c,usm_0.66_1.00_0.01,blur_2,enc_auto/Screenshot%202022-03-31%20003243.png	(from https://leoyinheichow.wixsite.com/blog-and-notes)
21:56:09	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:08%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/decodeURIComponent(e	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/decodeURIComponent(e	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:09	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:08%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/robots.txt	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/robots.txt	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:09	298/298	---M--	200	added ('OK')	text/xml	date:Thu,%2031%20Mar%202022%2013:56:09%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/sitemap.xml	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/sitemap.xml	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:09%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/feed.xml	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/feed.xml	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:09%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/version/	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/version/index.html	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:09%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/5b26625f.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/5b26625f.min.css	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:09%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/eb6d72f5.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/eb6d72f5.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:10%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/57dff8a2.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/57dff8a2.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:10%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt~bootstrap.1e1f34f1.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt_bootstrap.1e1f34f1.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:11	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:10%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt~bootstrap-classic.89bdd4d4.chunk.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt_bootstrap-classic.89bdd4d4.chunk.min.css	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:11	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:10%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt~bootstrap-classic.eb6d72f5.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt_bootstrap-classic.eb6d72f5.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:11	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:11%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:11	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Mar%202022%2013:56:11%20GMT	https://leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt~bootstrap-responsive.57dff8a2.chunk.min.js	C:/My%20Web%20Sites/blog/leoyinheichow.wixsite.com/blog-and-notes/rb_wixui.thunderbolt_bootstrap-responsive.57dff8a2.chunk.min.js	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:12	7666/7666	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Mar%202022%2011:23:09%20GMT	https://static.wixstatic.com/media/318565_b5d691c0c2854d3cbe25ef94f473f40f~mv2.jpg/v1/fill/w_176,h_264,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/318565_b5d691c0c2854d3cbe25ef94f473f40f~mv2.jpg	C:/My%20Web%20Sites/blog/static.wixstatic.com/media/318565_b5d691c0c2854d3cbe25ef94f473f40f_mv2.jpg/v1/fill/w_176,h_264,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/318565_b5d691c0c2854d3cbe25ef94f473f40f_mv2.jpg	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
21:56:12	4665/4665	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Mar%202022%2011:23:10%20GMT	https://static.wixstatic.com/media/318565_821b0549aea34d949dbd8b9bea29b45a~mv2.jpeg/v1/fill/w_196,h_148,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/318565_821b0549aea34d949dbd8b9bea29b45a~mv2.jpeg	C:/My%20Web%20Sites/blog/static.wixstatic.com/media/318565_821b0549aea34d949dbd8b9bea29b45a_mv2.jpeg/v1/fill/w_196,h_148,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/318565_821b0549aea34d949dbd8b9bea29b45a_mv2.jpg	(from https://leoyinheichow.wixsite.com/blog-and-notes/about)
